date,device_category,registered_or_guest,no_visits,no_view_item,no_add_to_cart,no_purchases,no_transactions,conversion_rate
2021-06-08,desktop,registered,2610,2596,635,198,198,0.07586206896551724
2021-06-08,mobile,guest,34165,34149,1840,125,125,0.0036587150592711838
2021-06-08,mobile,registered,2342,2322,523,146,146,0.0623398804440649
2021-06-08,tablet,guest,303,302,30,2,2,0.0066006600660066007
2021-06-08,tablet,registered,32,31,5,1,1,0.03125
2021-06-09,,guest,37677,0,0,0,0,0.0
2021-06-09,desktop,guest,9045,9039,908,92,92,0.010171365395245992
2021-06-09,desktop,registered,2778,2760,721,233,233,0.083873290136789055
2021-06-09,mobile,guest,36887,36869,1849,107,107,0.0029007509420663105
2021-06-09,mobile,registered,2367,2343,521,178,178,0.075200675961132238
2021-06-09,tablet,guest,312,312,23,0,0,0.0
2021-06-09,tablet,registered,36,36,9,2,2,0.055555555555555552
2021-06-10,,guest,38392,0,0,0,0,0.0
2021-06-10,desktop,guest,8861,8850,850,63,63,0.007109807019523756
2021-06-10,desktop,registered,2630,2617,632,221,221,0.084030418250950575
2021-06-10,mobile,guest,42920,42904,2211,142,142,0.0033084808946877912
2021-06-10,mobile,registered,2548,2518,551,169,169,0.0663265306122449
2021-06-10,tablet,guest,313,313,18,0,0,0.0
2021-06-10,tablet,registered,23,23,6,0,0,0.0
2021-06-11,,guest,37689,0,0,0,0,0.0
2021-06-11,desktop,guest,8779,8768,891,72,72,0.0082013896799179864
2021-06-11,desktop,registered,2567,2541,646,225,225,0.0876509544215037
2021-06-11,mobile,guest,40922,40912,1962,159,159,0.0038854405943013538
2021-06-11,mobile,registered,2435,2412,519,181,181,0.07433264887063655
2021-06-11,tablet,guest,296,296,29,1,1,0.0033783783783783786
2021-06-11,tablet,registered,24,24,7,2,2,0.083333333333333329
2021-06-12,,guest,33989,0,0,0,0,0.0
2021-06-12,desktop,guest,5969,5964,605,47,47,0.007874015748031496
2021-06-12,desktop,registered,1842,1830,503,186,186,0.10097719869706841
2021-06-12,mobile,guest,36534,36514,2081,152,152,0.0041605080199266439
2021-06-12,mobile,registered,2428,2410,556,200,200,0.082372322899505759
2021-06-12,tablet,guest,290,290,27,0,0,0.0
2021-06-12,tablet,registered,27,27,6,3,3,0.1111111111111111
2021-06-13,,guest,39712,0,0,0,0,0.0
2021-06-13,desktop,guest,7194,7193,842,97,97,0.013483458437586878
2021-06-13,desktop,registered,2600,2570,778,304,304,0.11692307692307692
2021-06-13,mobile,guest,45461,45441,2745,145,145,0.0031895470843140276
2021-06-13,mobile,registered,3211,3169,817,279,279,0.086888819682341953
2021-06-13,tablet,guest,472,471,53,5,5,0.01059322033898305
2021-06-13,tablet,registered,56,56,19,1,1,0.017857142857142856
2021-06-14,,guest,35342,0,0,0,0,0.0
2021-06-14,desktop,guest,9313,9306,918,74,74,0.0079458821002899166
2021-06-14,desktop,registered,2903,2883,704,237,237,0.081639683086462286
2021-06-14,mobile,guest,34390,34370,1860,137,137,0.00398371619656877
2021-06-14,mobile,registered,2507,2478,539,164,164,0.06541683286796969
2021-06-14,tablet,guest,323,323,25,2,2,0.0061919504643962852
2021-06-14,tablet,registered,39,39,13,5,5,0.12820512820512819
2021-06-15,,guest,37565,0,0,0,0,0.0
2021-06-15,desktop,guest,8897,8886,944,78,78,0.0087670001123974373
2021-06-15,desktop,registered,2995,2964,893,270,270,0.090150250417362271
2021-06-15,mobile,guest,36442,36422,2182,127,127,0.0034849898468799737
2021-06-15,mobile,registered,2532,2503,636,188,188,0.074249605055292253
2021-06-15,tablet,guest,339,339,36,1,1,0.0029498525073746312
2021-06-15,tablet,registered,32,31,9,3,3,0.09375
2021-06-16,,guest,38838,0,0,0,0,0.0
2021-06-16,desktop,guest,10421,10403,1061,122,122,0.01170712983398906
2021-06-16,desktop,registered,3284,3250,909,328,328,0.099878197320341047
2021-06-16,mobile,guest,36351,36332,2246,162,162,0.0044565486506561031
2021-06-16,mobile,registered,2797,2761,638,237,237,0.084733643189131208
2021-06-16,tablet,guest,325,325,28,4,4,0.012307692307692308
2021-06-16,tablet,registered,44,44,7,2,2,0.045454545454545456
2021-06-17,,guest,36924,0,0,0,0,0.0
2021-06-17,desktop,guest,9453,9443,1010,101,101,0.010684438802496561
2021-06-17,desktop,registered,3121,3092,896,339,339,0.10861903236142262
2021-06-17,mobile,guest,37972,37949,2435,178,178,0.0046876645949647106
2021-06-17,mobile,registered,2922,2884,679,269,269,0.0920602327173169
2021-06-17,tablet,guest,356,356,34,2,2,0.0056179775280898875
2021-06-17,tablet,registered,34,34,11,3,3,0.088235294117647065
2021-06-18,,guest,36448,0,0,0,0,0.0
2021-06-18,desktop,guest,9910,9897,1139,136,136,0.013723511604439959
2021-06-18,desktop,registered,3414,3382,994,360,360,0.1054481546572935
2021-06-18,mobile,guest,42421,42394,3361,248,248,0.0058461610994554585
2021-06-18,mobile,registered,3595,3564,965,354,354,0.098470097357440889
2021-06-18,tablet,guest,346,345,37,3,3,0.008670520231213872
2021-06-18,tablet,registered,47,47,15,5,5,0.10638297872340426
2021-06-19,,guest,33323,0,0,0,0,0.0
2021-06-19,desktop,guest,6896,6887,804,90,90,0.013051044083526682
2021-06-19,desktop,registered,2415,2384,745,306,306,0.1267080745341615
2021-06-19,mobile,guest,41619,41590,3318,227,227,0.0054542396501597824
2021-06-19,mobile,registered,3557,3515,928,352,352,0.098959797582232223
2021-06-19,tablet,guest,367,366,35,4,4,0.010899182561307902
2021-06-19,tablet,registered,41,40,8,2,2,0.04878048780487805
2021-06-20,,guest,39860,0,0,0,0,0.0
2021-06-20,desktop,guest,7729,7708,891,110,110,0.014232112821839824
2021-06-20,desktop,registered,3080,3048,955,411,411,0.13344155844155844
2021-06-20,mobile,guest,53527,53496,4410,285,285,0.0053244157154333331
2021-06-20,mobile,registered,4355,4293,1171,404,404,0.092766934557979339
2021-06-20,tablet,guest,533,532,57,2,2,0.00375234521575985
2021-06-20,tablet,registered,76,77,21,5,5,0.065789473684210523
2021-06-21,,guest,39750,0,0,0,0,0.0
2021-06-21,desktop,guest,11123,11107,1214,138,139,0.012496628607390092
2021-06-21,desktop,registered,3826,3778,1020,395,395,0.10324098274960794
2021-06-21,mobile,guest,49110,49074,3554,265,265,0.005396049684382
2021-06-21,mobile,registered,3870,3836,925,333,333,0.086046511627906982
2021-06-21,tablet,guest,350,350,28,0,0,0.0
2021-06-21,tablet,registered,38,38,13,3,3,0.078947368421052627
2021-06-22,,guest,37834,0,0,0,0,0.0
2021-06-22,desktop,guest,9746,9735,1038,101,102,0.01046583213626103
2021-06-22,desktop,registered,3442,3418,879,284,284,0.082510168506682163
2021-06-22,mobile,guest,41540,41514,2824,174,174,0.00418873375060183
2021-06-22,mobile,registered,3332,3299,745,260,260,0.078031212484993992
2021-06-22,tablet,guest,302,302,22,0,0,0.0
2021-06-22,tablet,registered,44,44,11,2,2,0.045454545454545456
2021-06-23,,guest,36169,0,0,0,0,0.0
2021-06-23,desktop,guest,9143,9130,1161,152,152,0.016624740238433775
2021-06-23,desktop,registered,3604,3553,1172,511,511,0.14178690344062153
2021-06-23,mobile,guest,37133,37109,2523,208,208,0.0056014865483532171
2021-06-23,mobile,registered,3292,3254,919,386,386,0.1172539489671932
2021-06-23,tablet,guest,307,307,30,1,1,0.0032573289902280132
2021-06-23,tablet,registered,53,54,23,4,4,0.075471698113207544
2021-06-24,,guest,37495,0,0,0,0,0.0
2021-06-24,desktop,guest,9496,9489,1033,81,81,0.0085299073294018528
2021-06-24,desktop,registered,3617,3592,871,259,259,0.071606303566491572
2021-06-24,mobile,guest,37935,37919,2662,150,150,0.0039541320680110716
2021-06-24,mobile,registered,3230,3203,727,223,223,0.069040247678018571
2021-06-24,tablet,guest,298,298,20,0,0,0.0
2021-06-24,tablet,registered,50,50,13,2,2,0.04
2021-06-25,,guest,35058,0,0,0,0,0.0
2021-06-25,desktop,guest,7943,7938,784,68,68,0.0085609971043686256
2021-06-25,desktop,registered,2886,2859,695,220,220,0.07623007623007623
2021-06-25,mobile,guest,34806,34776,2021,148,148,0.0042521404355570875
2021-06-25,mobile,registered,2717,2691,511,174,174,0.064041221935958778
2021-06-25,tablet,guest,258,258,15,1,1,0.003875968992248062
2021-06-25,tablet,registered,30,30,6,1,1,0.033333333333333333
2021-06-26,,guest,31335,0,0,0,0,0.0
2021-06-26,desktop,guest,5232,5224,470,62,62,0.011850152905198776
2021-06-26,desktop,registered,1759,1740,411,141,141,0.0801591813530415
2021-06-26,mobile,guest,32718,32706,1701,110,110,0.0033620636958249283
2021-06-26,mobile,registered,2490,2463,515,173,173,0.069477911646586343
2021-06-26,tablet,guest,290,290,21,1,1,0.0034482758620689655
2021-06-26,tablet,registered,38,37,7,2,2,0.052631578947368418
2021-06-27,,guest,36316,0,0,0,0,0.0
2021-06-27,desktop,guest,5990,5980,603,67,67,0.011185308848080134
2021-06-27,desktop,registered,2178,2156,592,259,259,0.11891643709825528
2021-06-27,mobile,guest,37325,37296,2571,188,188,0.0050368385800401878
2021-06-27,mobile,registered,3041,2997,734,267,267,0.087800065767839525
2021-06-27,tablet,guest,352,351,30,3,3,0.0085227272727272721
2021-06-27,tablet,registered,40,38,10,4,4,0.1
2021-06-28,,guest,31727,0,0,0,0,0.0
2021-06-28,desktop,guest,8010,7997,718,64,64,0.0079900124843945066
2021-06-28,desktop,registered,2716,2694,614,206,206,0.075846833578792336
2021-06-28,mobile,guest,26782,26770,1653,103,103,0.0038458666268389218
2021-06-28,mobile,registered,2324,2298,453,153,153,0.065834767641996556
2021-06-28,tablet,guest,254,253,24,0,0,0.0
2021-06-28,tablet,registered,41,40,19,4,4,0.0975609756097561
2021-06-29,,guest,30268,0,0,0,0,0.0
2021-06-29,desktop,guest,8713,8705,799,61,61,0.0070010329392861245
2021-06-29,desktop,registered,2968,2945,724,236,236,0.079514824797843664
2021-06-29,mobile,guest,26421,26404,1502,127,127,0.0048067824836304455
2021-06-29,mobile,registered,2359,2332,513,171,171,0.072488342518016113
2021-06-29,tablet,guest,272,272,23,1,1,0.0036764705882352941
2021-06-29,tablet,registered,49,49,12,4,4,0.081632653061224483
2021-06-30,,guest,29958,0,0,0,0,0.0
2021-06-30,desktop,guest,8228,8217,762,78,78,0.0094798249878463789
2021-06-30,desktop,registered,2750,2734,675,219,219,0.07963636363636363
2021-06-30,mobile,guest,26566,26548,1494,93,93,0.0035007151998795454
2021-06-30,mobile,registered,2359,2331,516,174,174,0.073760067825349718
2021-06-30,tablet,guest,273,273,24,1,1,0.003663003663003663
2021-06-30,tablet,registered,43,42,6,2,2,0.046511627906976744
2021-07-01,,guest,30381,0,0,0,0,0.0
2021-07-01,desktop,guest,8448,8439,739,52,52,0.00615530303030303
2021-07-01,desktop,registered,2590,2573,577,181,181,0.069884169884169886
2021-07-01,mobile,guest,29949,29943,1369,68,68,0.0022705265618217637
2021-07-01,mobile,registered,2076,2063,396,111,111,0.05346820809248555
2021-07-01,tablet,guest,255,254,15,3,3,0.011764705882352941
2021-07-01,tablet,registered,34,34,8,3,3,0.088235294117647065
2021-07-02,,guest,30843,0,0,0,0,0.0
2021-07-02,desktop,guest,7603,7597,591,46,46,0.0060502433250032885
2021-07-02,desktop,registered,2435,2416,514,167,167,0.068583162217659144
2021-07-02,mobile,guest,31109,31099,1455,106,106,0.0034073740718120159
2021-07-02,mobile,registered,1993,1982,381,111,111,0.055694932262920223
2021-07-02,tablet,guest,209,209,16,1,1,0.0047846889952153108
2021-07-02,tablet,registered,27,27,5,2,2,0.07407407407407407
2021-07-03,,guest,30765,0,0,0,0,0.0
2021-07-03,desktop,guest,5225,5221,400,25,25,0.0047846889952153108
2021-07-03,desktop,registered,1611,1592,371,127,127,0.07883302296710118
2021-07-03,mobile,guest,30986,30978,1480,87,87,0.0028077196153101403
2021-07-03,mobile,registered,2128,2104,444,145,145,0.0681390977443609
2021-07-03,tablet,guest,276,276,27,0,0,0.0
2021-07-03,tablet,registered,32,32,5,1,1,0.03125
2021-07-04,,guest,32078,0,0,0,0,0.0
2021-07-04,desktop,guest,5004,5000,458,35,35,0.0069944044764188645
2021-07-04,desktop,registered,1596,1576,428,168,168,0.10526315789473684
2021-07-04,mobile,guest,34135,34115,1676,107,107,0.0031346125677457156
2021-07-04,mobile,registered,2185,2158,474,167,167,0.076430205949656757
2021-07-04,tablet,guest,333,333,24,0,0,0.0
2021-07-04,tablet,registered,31,31,8,5,5,0.16129032258064516
2021-07-05,,guest,33639,0,0,0,0,0.0
2021-07-05,desktop,guest,8617,8611,700,68,68,0.007891377509574098
2021-07-05,desktop,registered,2546,2529,554,210,210,0.082482325216025137
2021-07-05,mobile,guest,30112,30095,1417,104,104,0.0034537725823591925
2021-07-05,mobile,registered,2134,2109,421,144,144,0.067478912839737587
2021-07-05,tablet,guest,271,271,21,1,1,0.0036900369003690036
2021-07-05,tablet,registered,30,30,6,2,2,0.066666666666666666
2021-07-06,,guest,33653,0,0,0,0,0.0
2021-07-06,desktop,guest,8761,8754,693,54,54,0.0061636799452117336
2021-07-06,desktop,registered,2733,2721,593,185,185,0.067691181851445292
2021-07-06,mobile,guest,31937,31926,1512,89,89,0.0027867363872624228
2021-07-06,mobile,registered,2219,2198,435,135,135,0.060838215412347907
2021-07-06,tablet,guest,301,301,18,0,0,0.0
2021-07-06,tablet,registered,25,24,6,2,2,0.08
2021-07-07,,guest,32315,0,0,0,0,0.0
2021-07-07,desktop,guest,8258,8250,687,47,47,0.0056914507144587064
2021-07-07,desktop,registered,2237,2213,481,148,148,0.066160035762181491
2021-07-07,mobile,guest,29547,29529,1439,72,72,0.0024367956137678953
2021-07-07,mobile,registered,1873,1857,360,126,126,0.06727175654030966
2021-07-07,tablet,guest,276,276,19,2,2,0.007246376811594203
2021-07-07,tablet,registered,29,29,5,2,2,0.068965517241379309
2021-07-08,,guest,37182,0,0,0,0,0.0
2021-07-08,desktop,guest,7714,7704,776,44,44,0.0057039149598133261
2021-07-08,desktop,registered,2475,2453,656,213,213,0.08606060606060606
2021-07-08,mobile,guest,25649,25630,1532,82,82,0.0031970057312175914
2021-07-08,mobile,registered,1942,1920,465,132,132,0.067971163748712662
2021-07-08,tablet,guest,240,238,29,1,1,0.0041666666666666666
2021-07-08,tablet,registered,42,42,14,2,2,0.047619047619047616
2021-07-09,,guest,32852,0,0,0,0,0.0
2021-07-09,desktop,guest,7461,7455,727,63,63,0.0084439083232810616
2021-07-09,desktop,registered,2339,2316,546,166,166,0.070970500213766566
2021-07-09,mobile,guest,25253,25242,1499,78,78,0.0030887419316516849
2021-07-09,mobile,registered,1921,1895,456,126,126,0.065590838105153565
2021-07-09,tablet,guest,266,266,19,0,0,0.0
2021-07-09,tablet,registered,31,31,15,2,2,0.064516129032258063
2021-07-10,,guest,27933,0,0,0,0,0.0
2021-07-10,desktop,guest,4680,4679,425,32,32,0.0068376068376068376
2021-07-10,desktop,registered,1365,1358,299,82,82,0.060073260073260075
2021-07-10,mobile,guest,27447,27440,1572,67,67,0.0024410682406091739
2021-07-10,mobile,registered,1934,1908,445,125,125,0.064632885211995866
2021-07-10,tablet,guest,279,279,20,1,1,0.0035842293906810036
2021-07-10,tablet,registered,34,34,12,3,3,0.088235294117647065
2021-07-11,,guest,27577,0,0,0,0,0.0
2021-07-11,desktop,guest,4281,4270,364,37,37,0.0086428404578369547
2021-07-11,desktop,registered,1257,1240,300,94,94,0.074781225139220364
2021-07-11,mobile,guest,27632,27618,1451,71,71,0.0025694846554719167
2021-07-11,mobile,registered,1765,1753,361,102,102,0.057790368271954676
2021-07-11,tablet,guest,276,276,25,2,2,0.007246376811594203
2021-07-11,tablet,registered,46,45,17,4,4,0.086956521739130432
2021-07-12,,guest,27646,0,0,0,0,0.0
2021-07-12,desktop,guest,7288,7275,727,50,50,0.0068605927552140506
2021-07-12,desktop,registered,2274,2269,553,152,152,0.066842568161829374
2021-07-12,mobile,guest,26729,26720,1693,93,93,0.0034793669796849861
2021-07-12,mobile,registered,2044,2027,506,133,133,0.065068493150684928
2021-07-12,tablet,guest,235,234,23,2,2,0.00851063829787234
2021-07-12,tablet,registered,29,28,8,4,4,0.13793103448275862
2021-07-13,,guest,24707,0,0,0,0,0.0
2021-07-13,desktop,guest,7381,7371,735,49,49,0.0066386668473106623
2021-07-13,desktop,registered,2211,2193,532,154,154,0.06965174129353234
2021-07-13,mobile,guest,24686,24668,1628,87,87,0.0035242647654541034
2021-07-13,mobile,registered,1923,1903,442,120,120,0.062402496099843996
2021-07-13,tablet,guest,232,232,19,3,3,0.012931034482758621
2021-07-13,tablet,registered,34,33,7,2,2,0.058823529411764705
2021-07-14,,guest,23611,0,0,0,0,0.0
2021-07-14,desktop,guest,6441,6433,691,34,34,0.00527868343424934
2021-07-14,desktop,registered,1905,1889,519,136,136,0.071391076115485563
2021-07-14,mobile,guest,24809,24791,1744,87,87,0.003506791890039905
2021-07-14,mobile,registered,1931,1900,467,142,142,0.0735370274469187
2021-07-14,tablet,guest,228,228,26,0,0,0.0
2021-07-14,tablet,registered,22,22,6,1,1,0.045454545454545456
2021-07-15,,guest,20367,0,0,0,0,0.0
2021-07-15,desktop,guest,4761,4755,490,35,35,0.0073513967653854231
2021-07-15,desktop,registered,1231,1224,327,112,112,0.090982940698619008
2021-07-15,mobile,guest,22201,22184,1548,83,83,0.0037385703346696094
2021-07-15,mobile,registered,1852,1829,464,122,122,0.065874730021598271
2021-07-15,tablet,guest,243,243,23,1,1,0.00411522633744856
2021-07-15,tablet,registered,26,26,12,4,4,0.15384615384615385
2021-07-16,,guest,18792,0,0,0,0,0.0
2021-07-16,desktop,guest,5483,5481,538,31,31,0.0056538391391573956
2021-07-16,desktop,registered,1481,1470,411,115,115,0.077650236326806218
2021-07-16,mobile,guest,18715,18700,1269,64,64,0.0034197168047021107
2021-07-16,mobile,registered,1546,1525,327,95,95,0.061448900388098318
2021-07-16,tablet,guest,204,204,13,1,1,0.0049019607843137254
2021-07-16,tablet,registered,27,26,9,1,1,0.037037037037037035
2021-07-17,,guest,17779,0,0,0,0,0.0
2021-07-17,desktop,guest,3668,3662,318,26,26,0.0070883315158124316
2021-07-17,desktop,registered,986,978,262,82,82,0.083164300202839755
2021-07-17,mobile,guest,19363,19353,1301,60,60,0.0030986933842896244
2021-07-17,mobile,registered,1516,1497,375,114,114,0.075197889182058053
2021-07-17,tablet,guest,185,185,16,0,0,0.0
2021-07-17,tablet,registered,22,22,4,0,0,0.0
2021-07-18,,guest,17411,0,0,0,0,0.0
2021-07-18,desktop,guest,3266,3264,328,19,19,0.0058175137783221063
2021-07-18,desktop,registered,919,917,259,70,70,0.076169749727965183
2021-07-18,mobile,guest,21795,21791,1400,60,60,0.0027529249827942187
2021-07-18,mobile,registered,1492,1471,380,103,103,0.0690348525469169
2021-07-18,tablet,guest,243,242,24,1,1,0.00411522633744856
2021-07-18,tablet,registered,26,26,10,3,3,0.11538461538461539
2021-07-19,,guest,16703,0,0,0,0,0.0
2021-07-19,desktop,guest,3334,3329,340,26,26,0.0077984403119376123
2021-07-19,desktop,registered,960,948,239,81,81,0.084375
2021-07-19,mobile,guest,20672,20664,1286,67,67,0.0032410990712074305
2021-07-19,mobile,registered,1473,1461,357,94,94,0.063815342837746092
2021-07-19,tablet,guest,190,190,17,0,0,0.0
2021-07-19,tablet,registered,21,21,4,0,0,0.0
2021-07-20,,guest,13137,0,0,0,0,0.0
2021-07-20,desktop,guest,2196,2193,204,15,15,0.0068306010928961746
2021-07-20,desktop,registered,558,554,127,39,39,0.069892473118279563
2021-07-20,mobile,guest,17587,17584,1005,34,34,0.0019332461477227498
2021-07-20,mobile,registered,1104,1093,260,55,55,0.049818840579710144
2021-07-20,tablet,guest,155,154,23,0,0,0.0
2021-07-20,tablet,registered,13,12,5,3,3,0.23076923076923078
2021-07-21,,guest,14096,0,0,0,0,0.0
2021-07-21,desktop,guest,2314,2311,209,16,16,0.0069144338807260158
2021-07-21,desktop,registered,602,596,163,40,40,0.0664451827242525
2021-07-21,mobile,guest,17477,17470,1048,35,35,0.0020026320306688792
2021-07-21,mobile,registered,1127,1111,273,59,59,0.052351375332741791
2021-07-21,tablet,guest,175,175,15,2,2,0.011428571428571429
2021-07-21,tablet,registered,22,22,6,2,2,0.090909090909090912
2021-07-22,,guest,15146,0,0,0,0,0.0
2021-07-22,desktop,guest,2716,2712,245,20,20,0.0073637702503681884
2021-07-22,desktop,registered,716,707,184,55,55,0.076815642458100561
2021-07-22,mobile,guest,18849,18844,1190,40,40,0.002122128494880365
2021-07-22,mobile,registered,1280,1263,302,77,77,0.06015625
2021-07-22,tablet,guest,172,172,15,0,0,0.0
2021-07-22,tablet,registered,18,18,5,2,2,0.1111111111111111
2021-07-23,,guest,15828,0,0,0,0,0.0
2021-07-23,desktop,guest,2934,2928,259,24,24,0.0081799591002045
2021-07-23,desktop,registered,762,756,185,50,50,0.065616797900262466
2021-07-23,mobile,guest,19653,19645,1164,49,49,0.0024932580267643615
2021-07-23,mobile,registered,1331,1318,336,88,88,0.066115702479338845
2021-07-23,tablet,guest,174,174,13,3,3,0.017241379310344827
2021-07-23,tablet,registered,13,13,3,0,0,0.0
2021-07-24,,guest,16300,0,0,0,0,0.0
2021-07-24,desktop,guest,3301,3298,313,13,13,0.0039382005452893061
2021-07-24,desktop,registered,919,910,245,71,71,0.07725788900979326
2021-07-24,mobile,guest,20183,20169,1280,54,54,0.0026755190011395727
2021-07-24,mobile,registered,1473,1455,321,91,91,0.061778682959945687
2021-07-24,tablet,guest,211,211,11,0,0,0.0
2021-07-24,tablet,registered,16,16,4,1,1,0.0625
2021-07-25,,guest,18768,0,0,0,0,0.0
2021-07-25,desktop,guest,3229,3229,267,26,26,0.0080520284917931246
2021-07-25,desktop,registered,938,927,233,83,83,0.088486140724946691
2021-07-25,mobile,guest,21566,21551,1239,65,65,0.0030140035240656588
2021-07-25,mobile,registered,1404,1390,312,75,75,0.053418803418803416
2021-07-25,tablet,guest,226,226,21,0,0,0.0
2021-07-25,tablet,registered,29,29,8,2,2,0.068965517241379309
2021-07-26,,guest,19658,0,0,0,0,0.0
2021-07-26,desktop,guest,5688,5682,608,34,34,0.0059774964838255973
2021-07-26,desktop,registered,1672,1659,443,124,124,0.074162679425837319
2021-07-26,mobile,guest,18641,18627,1323,53,53,0.0028431951075586072
2021-07-26,mobile,registered,1475,1459,357,93,93,0.063050847457627124
2021-07-26,tablet,guest,207,207,26,0,0,0.0
2021-07-26,tablet,registered,22,22,12,1,1,0.045454545454545456
2021-07-27,,guest,19610,0,0,0,0,0.0
2021-07-27,desktop,guest,6244,6236,738,42,42,0.0067264573991031393
2021-07-27,desktop,registered,1976,1945,560,160,160,0.080971659919028341
2021-07-27,mobile,guest,18269,18263,1648,84,84,0.0045979528162461
2021-07-27,mobile,registered,1618,1600,403,126,126,0.077873918417799753
2021-07-27,tablet,guest,205,205,24,1,1,0.0048780487804878049
2021-07-27,tablet,registered,22,22,6,0,0,0.0
2021-07-28,,guest,19145,0,0,0,0,0.0
2021-07-28,desktop,guest,6307,6301,757,39,39,0.00618360551767877
2021-07-28,desktop,registered,1853,1839,519,148,148,0.079870480302212624
2021-07-28,mobile,guest,18008,17993,1416,79,79,0.0043869391381608173
2021-07-28,mobile,registered,1593,1577,436,100,100,0.062774639045825489
2021-07-28,tablet,guest,220,220,16,2,2,0.00909090909090909
2021-07-28,tablet,registered,29,27,13,3,3,0.10344827586206896
2021-07-29,,guest,19421,0,0,0,0,0.0
2021-07-29,desktop,guest,6353,6351,666,36,36,0.005666614198016685
2021-07-29,desktop,registered,1755,1733,490,118,118,0.067236467236467243
2021-07-29,mobile,guest,18293,18278,1408,61,61,0.0033346088667796426
2021-07-29,mobile,registered,1558,1541,383,102,102,0.065468549422336333
2021-07-29,tablet,guest,202,201,20,2,2,0.0099009900990099011
2021-07-29,tablet,registered,22,21,7,4,4,0.18181818181818182
2021-07-30,,guest,18871,0,0,0,0,0.0
2021-07-30,desktop,guest,6086,6081,669,39,39,0.0064081498521196189
2021-07-30,desktop,registered,1738,1716,488,128,128,0.073647871116225547
2021-07-30,mobile,guest,18522,18518,1411,65,65,0.0035093402440341216
2021-07-30,mobile,registered,1457,1433,350,98,98,0.067261496225120107
2021-07-30,tablet,guest,216,216,21,1,1,0.0046296296296296294
2021-07-30,tablet,registered,23,23,5,1,1,0.043478260869565216
2021-07-31,,guest,18520,0,0,0,0,0.0
2021-07-31,desktop,guest,4088,4083,465,42,42,0.010273972602739725
2021-07-31,desktop,registered,1185,1171,359,119,119,0.10042194092827005
2021-07-31,mobile,guest,20188,20177,1596,75,75,0.0037150782643154351
2021-07-31,mobile,registered,1627,1606,456,137,137,0.0842040565457898
2021-07-31,tablet,guest,227,227,26,0,0,0.0
2021-07-31,tablet,registered,20,19,5,3,3,0.15
2021-08-01,,guest,15840,0,0,0,0,0.0
2021-08-01,desktop,guest,3555,3552,384,35,35,0.0098452883263009851
2021-08-01,desktop,registered,1126,1114,353,105,105,0.093250444049733566
2021-08-01,mobile,guest,20097,20087,1623,89,89,0.0044285216699009805
2021-08-01,mobile,registered,1731,1698,489,147,147,0.084922010398613523
2021-08-01,tablet,guest,244,244,24,1,1,0.0040983606557377051
2021-08-01,tablet,registered,29,29,7,1,1,0.034482758620689655
2021-08-02,,guest,19039,0,0,0,0,0.0
2021-08-02,desktop,guest,6423,6419,674,27,27,0.0042036431574030827
2021-08-02,desktop,registered,1723,1711,471,113,113,0.065583284968078928
2021-08-02,mobile,guest,18619,18608,1501,57,57,0.0030613889038079382
2021-08-02,mobile,registered,1591,1572,402,112,112,0.07039597737272156
2021-08-02,tablet,guest,199,198,23,1,1,0.0050251256281407036
2021-08-02,tablet,registered,17,17,6,0,0,0.0
2021-08-03,,guest,19119,0,0,0,0,0.0
2021-08-03,desktop,guest,6669,6664,705,32,32,0.0047983205877942716
2021-08-03,desktop,registered,1715,1693,478,143,143,0.083381924198250731
2021-08-03,mobile,guest,19120,19114,1181,59,59,0.0030857740585774058
2021-08-03,mobile,registered,1425,1414,323,81,81,0.056842105263157895
2021-08-03,tablet,guest,201,201,14,0,0,0.0
2021-08-03,tablet,registered,15,15,4,0,0,0.0
2021-08-04,,guest,18538,0,0,0,0,0.0
2021-08-04,desktop,guest,6578,6576,717,35,35,0.005320766190331408
2021-08-04,desktop,registered,1803,1788,505,113,113,0.062673322240709928
2021-08-04,mobile,guest,18266,18258,1149,55,55,0.0030110587977663418
2021-08-04,mobile,registered,1483,1466,361,109,109,0.073499662845583277
2021-08-04,tablet,guest,197,196,25,1,1,0.005076142131979695
2021-08-04,tablet,registered,18,18,8,0,0,0.0
2021-08-05,,guest,18479,0,0,0,0,0.0
2021-08-05,desktop,guest,6770,6763,701,34,34,0.0050221565731166911
2021-08-05,desktop,registered,1883,1876,504,136,136,0.072225172596919809
2021-08-05,mobile,guest,18282,18274,1174,69,69,0.0037742041352149657
2021-08-05,mobile,registered,1471,1455,355,110,110,0.07477906186267845
2021-08-05,tablet,guest,197,197,24,0,0,0.0
2021-08-05,tablet,registered,19,18,6,4,4,0.21052631578947367
2021-08-06,,guest,18946,0,0,0,0,0.0
2021-08-06,desktop,guest,6741,6736,725,44,44,0.0065272214804925083
2021-08-06,desktop,registered,1880,1864,520,175,175,0.093085106382978719
2021-08-06,mobile,guest,19577,19570,1276,54,54,0.0027583388670378507
2021-08-06,mobile,registered,1610,1586,443,105,105,0.065217391304347824
2021-08-06,tablet,guest,194,194,18,1,1,0.0051546391752577319
2021-08-06,tablet,registered,23,23,8,0,0,0.0
2021-08-07,,guest,19177,0,0,0,0,0.0
2021-08-07,desktop,guest,4460,4457,458,32,32,0.0071748878923766817
2021-08-07,desktop,registered,1311,1298,409,121,121,0.092295957284515631
